Gene	sgRNA	Rep1|beta	Rep1|z	Rep1|p-value	Rep1|fdr	Rep1|wald-p-value	Rep1|wald-fdr	Rep2|beta	Rep2|z	Rep2|p-value	Rep2|fdr	Rep2|wald-p-value	Rep2|wald-fdr
CYP26B1	6	0.037356	0.2718	0.63286	0.78708	0.78577	0.9996	-0.1094	-0.79551	0.36231	0.54059	0.42632	0.8004
MC2R	6	0.28373	0.79226	0.0017876	0.022397	0.42821	0.9996	0.11802	0.32586	0.2822	0.46387	0.74453	0.91805
hsa-mir-4439	4	0.20059	1.3755	0.06619	0.20897	0.16897	0.9996	0.17484	1.1991	0.19287	0.36769	0.23049	0.73289
hsa-mir-4506	4	-0.017243	-0.080238	0.92724	0.96341	0.93605	0.9996	0.17818	0.82894	0.18485	0.35834	0.40714	0.79393
LAMP2	6	0.010407	0.064555	0.85105	0.921	0.94853	0.9996	0.17814	1.105	0.10648	0.25696	0.26915	0.74484
SH2D6	6	0.28124	1.1457	0.0017876	0.022397	0.25194	0.9996	0.5415	2.2095	0	0	0.027138	0.64072
hsa-mir-4505	4	-0.13214	-0.74679	0.26003	0.47033	0.45519	0.9996	0.18807	1.0633	0.16064	0.32749	0.28765	0.75045
YEATS2	6	0.061939	0.33309	0.45516	0.64834	0.73907	0.9996	-0.18519	-0.99205	0.12103	0.27765	0.32118	0.76366
hsa-mir-1298	4	-0.12674	-0.74886	0.28017	0.49228	0.45394	0.9996	0.25072	1.4819	0.061165	0.18517	0.13838	0.70378
OSCP1	6	0.094607	0.50729	0.26978	0.48179	0.61195	0.9996	0.1811	0.97041	0.10059	0.24747	0.33184	0.76676
CRYZL1	6	0.07433	0.40279	0.37665	0.58118	0.6871	0.9996	0.22232	1.2022	0.044835	0.15326	0.2293	0.73289
ICA1	6	0.050586	0.28958	0.53367	0.71412	0.77213	0.9996	-0.093823	-0.53221	0.43318	0.60357	0.59458	0.86104
hsa-mir-5708	3	0.25366	1.1661	0.045463	0.16759	0.24358	0.9996	-0.32165	-1.4353	0.069814	0.19959	0.15121	0.7059
FGFR3	6	-0.13812	-1.1588	0.14731	0.33293	0.24652	0.9996	0.21717	1.8224	0.04957	0.16191	0.068399	0.64874
ATOX1	6	0.2906	1.7382	0.0014011	0.019205	0.08218	0.9996	0.27725	1.6548	0.011112	0.063571	0.097957	0.67092
LCE1D	6	0.067536	0.208	0.41994	0.61997	0.83523	0.9996	0.38868	1.2023	0.00038651	0.0069991	0.22924	0.73289
USP46	6	0.052329	0.19392	0.52169	0.70506	0.84623	0.9996	0.13009	0.47959	0.23635	0.41561	0.63152	0.87584
TMEM261	6	0.051819	0.2999	0.52541	0.70801	0.76425	0.9996	-0.27519	-1.5761	0.023287	0.10113	0.11501	0.69036
SON	6	0.27255	1.1498	0.0022224	0.024932	0.25024	0.9996	0.082186	0.34043	0.45	0.61765	0.73353	0.91387
SYTL2	6	0.19634	1.2654	0.025655	0.11594	0.20572	0.9996	0.24865	1.6018	0.023867	0.10285	0.1092	0.68701
LOC100505841	6	0.15301	1.0853	0.080443	0.2349	0.2778	0.9996	0.098935	0.70069	0.36322	0.54149	0.4835	0.82194
EVI5	6	0.18428	1.1715	0.036139	0.14496	0.24138	0.9996	0.21238	1.3463	0.055271	0.17339	0.1782	0.71487
HAND2	6	0.043934	0.16946	0.58339	0.75159	0.86543	0.9996	0.049833	0.19115	0.63847	0.76916	0.84841	0.95415
DCDC2B	6	0.22315	1.1488	0.011644	0.07126	0.25066	0.9996	0.3791	1.9495	0.00043482	0.0075821	0.051231	0.64072
SLC12A6	6	-0.060243	-0.34598	0.54952	0.72636	0.72936	0.9996	-0.12425	-0.71092	0.29805	0.47948	0.47714	0.81927
TRAFD1	6	0.050477	0.42885	0.53474	0.7151	0.66803	0.9996	0.0031212	0.026527	0.95468	0.97364	0.97884	0.99411
IDNK	6	0.28042	1.4185	0.0018359	0.022687	0.15605	0.9996	0.1993	1.0015	0.071843	0.20295	0.31658	0.76322
hsa-mir-6504	4	-0.19489	-1.3333	0.093487	0.25528	0.18244	0.9996	-0.34887	-2.386	0.023142	0.10095	0.017034	0.6378
EDNRB	6	0.25418	1.4022	0.004155	0.038256	0.16086	0.9996	0.20057	1.1032	0.070152	0.20006	0.26992	0.74485
C5AR1	6	0.17342	0.92533	0.047831	0.17238	0.35479	0.9996	-0.056599	-0.29785	0.64286	0.7723	0.76582	0.92791
SIPA1	6	-0.050679	-0.25048	0.62349	0.78048	0.80222	0.9996	0.20597	1.0181	0.063533	0.18932	0.30862	0.75947
hsa-mir-3122	4	0.092094	0.28989	0.36656	0.57232	0.7719	0.9996	0.17001	0.53398	0.20582	0.38268	0.59336	0.86034
CALCR	6	0.27402	1.4	0.0022224	0.024932	0.1615	0.9996	-0.24298	-1.2351	0.044111	0.15176	0.21679	0.72999
MGAT3	6	-0.015685	-0.073361	0.91825	0.95835	0.94152	0.9996	0.0055398	0.025778	0.93748	0.96422	0.97943	0.99428
CCDC9	6	0.20808	1.2062	0.017828	0.091677	0.22775	0.9996	0.47814	2.7745	0	0	0.0055295	0.57842
ANK3	6	-0.17208	-0.92296	0.07107	0.21818	0.35603	0.9996	0.14523	0.78131	0.1878	0.36212	0.43462	0.80383
KRTAP22-2	6	-0.058203	-0.51519	0.56431	0.73769	0.60642	0.9996	-0.014059	-0.12418	0.92439	0.95718	0.90117	0.97209
RAB7A	6	-0.052046	-0.28343	0.61189	0.772	0.77685	0.9996	0.027386	0.1488	0.78785	0.87362	0.88171	0.96536
TTC26	6	-0.34253	-1.948	0.00028988	0.0074813	0.051416	0.9996	0.17435	0.99763	0.11479	0.26832	0.31846	0.76326
ZDHHC8	6	-0.22013	-0.86565	0.018987	0.09569	0.38668	0.9996	-0.39062	-1.5076	0.0014977	0.017099	0.13166	0.70054
SLC22A18	6	0.17586	0.87879	0.04469	0.1658	0.37951	0.9996	0.37678	1.8827	0.00053145	0.0087859	0.059747	0.64316
SLC12A5	6	-0.016748	-0.064891	0.9069	0.95159	0.94826	0.9996	0.27446	1.0651	0.011692	0.064932	0.28683	0.75045
ZMYM5	6	0.12267	0.78608	0.15615	0.34453	0.43182	0.9996	0.056788	0.36253	0.5947	0.73596	0.71695	0.90748
LBX1	6	0.1272	0.75425	0.1432	0.32784	0.4507	0.9996	-0.13127	-0.77467	0.27292	0.45406	0.43854	0.8057
PDLIM7	6	0.0058189	0.024404	0.89038	0.94396	0.98053	0.9996	0.32023	1.3431	0.0032853	0.030022	0.17922	0.71487
NGEF	6	-0.12142	-0.78783	0.2077	0.4099	0.4308	0.9996	-0.28638	-1.8455	0.017924	0.0858	0.06496	0.64709
TASP1	6	0.00037626	0.0025095	0.94135	0.97085	0.998	0.9996	-0.024813	-0.16489	0.85105	0.91261	0.86903	0.96126
SMC6	6	0.19372	1.0686	0.027877	0.12243	0.28524	0.9996	0.12324	0.67712	0.26201	0.44259	0.49833	0.82614
PSMD9	6	-0.094727	-0.51584	0.32921	0.53852	0.60597	0.9996	0.18019	0.98127	0.10223	0.25003	0.32646	0.76577
IL17RA	6	-0.22853	-1.346	0.014687	0.081501	0.17832	0.9996	-0.042559	-0.25058	0.73345	0.83771	0.80214	0.93944
EPB41L3	6	-0.33326	-1.6911	0.00038651	0.008658	0.090817	0.9996	0.39365	2.0043	0.00028988	0.0056764	0.045041	0.64072
LRRN4CL	6	0.38816	2.1203	9.66E-05	0.0040568	0.033984	0.9996	-0.033491	-0.18318	0.79298	0.87672	0.85466	0.95569
DSCR4	6	-0.089172	-0.44459	0.35926	0.56629	0.65661	0.9996	0.25053	1.2541	0.023094	0.10089	0.20981	0.72551
HSPA13	6	0.12076	0.67223	0.16219	0.35263	0.50144	0.9996	0.19702	1.0966	0.074548	0.2072	0.27282	0.74584
CHFR	6	-0.11938	-0.85216	0.21553	0.4195	0.39413	0.9996	0.040936	0.29212	0.69432	0.81033	0.77019	0.9287
ARHGAP30	6	-0.0054929	-0.02743	0.99328	0.99661	0.97812	0.9996	-0.19827	-0.9834	0.097401	0.24286	0.32541	0.76577
VIPR1	6	-0.11022	-0.95305	0.25457	0.46468	0.34056	0.9996	-0.2071	-1.7876	0.084114	0.22318	0.07384	0.65162
NR2C1	6	0.17051	1.0456	0.051937	0.18085	0.29574	0.9996	-0.026638	-0.16225	0.83771	0.90482	0.87111	0.96151
AKAP1	6	0.088196	0.54653	0.30206	0.51558	0.5847	0.9996	0.2152	1.3333	0.052131	0.16711	0.18243	0.71487
hsa-mir-4497	4	-0.2165	-1.0378	0.062132	0.20087	0.29935	0.9996	-0.15664	-0.75	0.29452	0.47618	0.45325	0.81154
BAG3	6	-0.33759	-1.4006	0.0003382	0.0080092	0.16132	0.9996	0.11243	0.46991	0.30457	0.48507	0.63842	0.87737
PRR12	6	0.44313	2.559	0	0	0.010497	0.9996	0.31416	1.8053	0.00401	0.03434	0.071032	0.65162
FAM65A	6	0.2058	0.98654	0.019374	0.097094	0.32387	0.9996	0.12004	0.57506	0.27389	0.45509	0.56525	0.84982
ATPAF1	6	-0.052031	-0.17139	0.61199	0.772	0.86392	0.9996	0.42748	1.4218	0.00014494	0.0037406	0.15508	0.7059
KPRP	6	-0.28971	-1.5808	0.0024157	0.026205	0.11392	0.9996	-0.20399	-1.1109	0.088318	0.22942	0.26661	0.74484
GOLIM4	4	-0.11747	-0.48641	0.31906	0.53082	0.62667	0.9996	0.28059	1.1719	0.035704	0.13196	0.24123	0.73373
hsa-mir-3654	4	0.38635	0.98975	0.00057977	0.011204	0.3223	0.9996	-0.04375	-0.11023	0.7793	0.86804	0.91222	0.97522
EPHB2	6	0.2227	1.0215	0.011885	0.072098	0.30699	0.9996	0.011704	0.05344	0.8953	0.94047	0.95738	0.98858
11-Sep	6	-0.21713	-1.4171	0.021113	0.10294	0.15647	0.9996	-0.29656	-1.93	0.014784	0.076673	0.053612	0.64131
C2CD2	6	-0.080117	-0.43189	0.41284	0.61312	0.66582	0.9996	-0.3262	-1.7409	0.0074886	0.050341	0.081702	0.65665
IGFBP6	6	0.19513	0.80524	0.026814	0.1193	0.42068	0.9996	-0.34316	-1.3834	0.0057977	0.044101	0.16653	0.7102
RWDD4	6	-0.025953	-0.11716	0.82907	0.90914	0.90673	0.9996	-0.1482	-0.66526	0.21659	0.39435	0.50588	0.82863
PTH2R	6	0.13515	0.74776	0.12059	0.29697	0.4546	0.9996	-0.12512	-0.68729	0.29457	0.47622	0.4919	0.82458
ZNF100	6	-0.038843	-0.22165	0.71949	0.84503	0.82458	0.9996	-0.01424	-0.081123	0.92313	0.9565	0.93534	0.98205
EIF4B	6	0.12114	0.53604	0.16079	0.35054	0.59193	0.9996	-0.15296	-0.66778	0.20258	0.37894	0.50428	0.82746
BCAT2	6	0.20857	1.082	0.017441	0.09034	0.27927	0.9996	0.057418	0.29771	0.59093	0.73297	0.76593	0.92791
MACROD1	6	0.046685	0.24944	0.56257	0.73665	0.80302	0.9996	0.33691	1.7999	0.0016427	0.017942	0.071871	0.65162
CNIH1	4	0.039327	0.31981	0.66736	0.81057	0.74911	0.9996	0.029965	0.24315	0.8095	0.88735	0.80789	0.94117
GAS2L3	6	-0.034434	-0.28881	0.75679	0.86728	0.77273	0.9996	0.064046	0.53636	0.55276	0.70445	0.59171	0.85915
SPRR1A	6	0.1221	0.65679	0.15813	0.34749	0.51132	0.9996	-0.058372	-0.3108	0.63214	0.76416	0.75595	0.92409
ACD	6	0.23077	1.3053	0.0095178	0.063569	0.19179	0.9996	-0.28882	-1.6334	0.016813	0.082192	0.10239	0.67914
LBP	6	0.0012677	0.0061078	0.93217	0.96572	0.99513	0.9996	0.51142	2.4741	0	0	0.013358	0.63268
ADAM19	6	-0.14651	-0.74787	0.12518	0.3043	0.45454	0.9996	-0.071798	-0.36552	0.553	0.7045	0.71473	0.90666
RPLP1	6	0.041336	0.22807	0.60291	0.76626	0.81959	0.9996	0.097383	0.53617	0.37095	0.54823	0.59184	0.85915
GPRASP2	6	-0.12095	-0.88527	0.20973	0.41245	0.37601	0.9996	-0.197	-1.4391	0.099478	0.24588	0.15013	0.7059
ZNF331	6	0.073791	0.34891	0.38028	0.58447	0.72716	0.9996	0.34969	1.6554	0.0010629	0.013555	0.097852	0.67086
DYNC1LI1	6	0.19264	0.78789	0.02894	0.12597	0.43076	0.9996	0.019469	0.078945	0.841	0.90647	0.93708	0.98235
PDSS2	6	0.18792	1.0718	0.033047	0.13724	0.2838	0.9996	0.12283	0.69745	0.2637	0.44432	0.48552	0.82286
YLPM1	6	-0.064045	-0.22764	0.52126	0.70479	0.81993	0.9996	-0.18013	-0.6346	0.13233	0.29151	0.52569	0.83595
THUMPD2	6	-0.14677	-0.77448	0.12465	0.30349	0.43865	0.9996	-0.020541	-0.10818	0.88018	0.93182	0.91385	0.9758
SCIN	6	-0.061422	-0.38722	0.54063	0.72003	0.6986	0.9996	-0.15279	-0.96072	0.20297	0.37936	0.33669	0.76831
WNT5B	6	0.12037	0.77129	0.16398	0.35502	0.44053	0.9996	-0.16824	-1.0761	0.16089	0.32776	0.28187	0.74854
DMWD	6	0.096172	0.76546	0.26225	0.47311	0.444	0.9996	0.084164	0.66807	0.4399	0.60887	0.50409	0.82746
MAP4K3	6	-0.067756	-0.47413	0.49517	0.68299	0.63541	0.9996	-0.09274	-0.64639	0.43932	0.60847	0.51803	0.83337
OR1A1	6	-0.25077	-1.6942	0.0084549	0.05985	0.090223	0.9996	-0.0044644	-0.030173	0.99217	0.99525	0.97593	0.99304
SLC5A8	6	0.47859	2.2836	0	0	0.022397	0.9996	0.27765	1.3118	0.011016	0.063333	0.18959	0.71622
CMTM5	6	-0.096623	-0.76069	0.31979	0.53118	0.44684	0.9996	-0.17416	-1.3688	0.1461	0.3099	0.17105	0.71436
TSEN54	6	-0.29097	-1.2358	0.0022224	0.024932	0.21653	0.9996	-0.077956	-0.3311	0.51701	0.67353	0.74057	0.91655
ATP1A3	6	0.16883	0.64005	0.054885	0.18713	0.52214	0.9996	-0.16373	-0.61296	0.17369	0.34441	0.5399	0.84081
PICK1	6	-0.17669	-1.0435	0.063823	0.20414	0.29671	0.9996	-0.097042	-0.57236	0.41801	0.58972	0.56708	0.85048
PPP6R1	6	0.023674	0.16407	0.7421	0.85872	0.86967	0.9996	0.33251	2.3051	0.0017876	0.019112	0.02116	0.6378
TJP1	6	0.17028	1.1475	0.052276	0.18164	0.25117	0.9996	0.17028	1.1446	0.12441	0.2815	0.25239	0.73867
SRP54	6	0.03842	0.15071	0.62436	0.78085	0.8802	0.9996	0.27477	1.0787	0.011547	0.064438	0.28071	0.74845
SUMO2	6	-0.18213	-0.86644	0.055513	0.18821	0.38625	0.9996	-0.11265	-0.53432	0.34767	0.52679	0.59312	0.86016
ALS2CR11	6	-0.12585	-0.68255	0.18949	0.38728	0.49489	0.9996	0.51724	2.7968	0	0	0.0051612	0.57842
GLYCTK	6	-0.037034	-0.24043	0.73408	0.85393	0.81	0.9996	-0.19055	-1.2293	0.11059	0.26277	0.21897	0.73052
ZNF300	6	0.013435	0.063557	0.8267	0.90789	0.94932	0.9996	-0.10078	-0.47132	0.401	0.57567	0.63741	0.87715
ORMDL3	6	0.074984	0.42569	0.37332	0.57854	0.67034	0.9996	0.14779	0.83846	0.18045	0.35302	0.40177	0.79177
UTS2	6	0.09664	0.59498	0.25954	0.46995	0.55186	0.9996	-0.10653	-0.65541	0.37593	0.55282	0.51221	0.83168
WFDC11	6	-0.16971	-1.1369	0.074065	0.22363	0.25559	0.9996	-0.10971	-0.7336	0.36052	0.53881	0.46319	0.81407
TMEM247	6	-0.14695	-1.0622	0.12393	0.30223	0.28814	0.9996	0.0057907	0.041849	0.93574	0.96339	0.96662	0.99061
PSMD2	6	0.028234	0.13153	0.70558	0.83633	0.89536	0.9996	0.45575	2.1256	4.83E-05	0.0020576	0.033536	0.64072
PRR16	6	0.25701	1.8486	0.0037685	0.035813	0.06451	0.9996	0.048307	0.34651	0.64731	0.77544	0.72896	0.91212
FAM118B	6	-0.013736	-0.084673	0.93468	0.9673	0.93252	0.9996	-0.12257	-0.75278	0.30452	0.48503	0.45158	0.81115
SPANXN5	5	0.17112	0.88285	0.077254	0.22938	0.37732	0.9996	-0.21761	-1.1097	0.10315	0.25132	0.26711	0.74484
hsa-mir-8070	3	0.09778	0.63618	0.40473	0.60565	0.52466	0.9996	-0.73719	-4.7218	0.00019326	0.0046296	2.34E-06	0.016126
KAAG1	5	0.13521	0.32134	0.15731	0.34627	0.74795	0.9996	0.10958	0.25962	0.35989	0.53846	0.79516	0.93731
EXT1	6	-0.11362	-0.62168	0.23853	0.44659	0.53415	0.9996	-0.1964	-1.0719	0.10025	0.24699	0.28378	0.74915
CD93	6	0.059847	0.33631	0.47034	0.66197	0.73664	0.9996	-0.0018094	-0.010132	0.98874	0.99311	0.99192	0.99761
FANCL	6	-0.0081471	-0.049628	0.98352	0.99288	0.96042	0.9996	0.34254	2.0868	0.0013528	0.015828	0.03691	0.64072
C19orf67	6	-0.030364	-0.21248	0.7924	0.88803	0.83173	0.9996	-0.11275	-0.78502	0.34742	0.52658	0.43244	0.80257
LCN6	6	0.19999	0.99666	0.022756	0.10761	0.31893	0.9996	0.27257	1.3572	0.012562	0.068349	0.17471	0.71476
TYW5	6	0.0015402	0.0098589	0.92961	0.9647	0.99213	0.9996	0.008285	0.052671	0.91922	0.95455	0.95799	0.98858
OSBPL11	6	-0.035673	-0.20587	0.74664	0.86147	0.83689	0.9996	-0.016491	-0.094827	0.90772	0.94831	0.92445	0.97875
hsa-mir-146b	4	-0.026785	-0.1174	0.85984	0.92606	0.90655	0.9996	0.17788	0.77955	0.18586	0.3596	0.43565	0.80447
hsa-mir-4433	4	0.030381	0.27102	0.72877	0.85054	0.78637	0.9996	0.043304	0.38564	0.73683	0.83991	0.69976	0.89979
TAC1	6	0.14681	0.88812	0.092038	0.25292	0.37447	0.9996	0.34136	2.0648	0.0013528	0.015828	0.038939	0.64072
RPS17	6	-0.059623	-0.3927	0.55426	0.73051	0.69454	0.9996	-0.031533	-0.20625	0.80641	0.88546	0.8366	0.9505
AQPEP	6	0.11854	0.52533	0.17011	0.36291	0.59936	0.9996	-0.06621	-0.29136	0.58527	0.72923	0.77077	0.92882
SIN3B	6	-0.18258	-0.90344	0.055029	0.18724	0.36629	0.9996	-0.11261	-0.55526	0.34786	0.52697	0.57871	0.85413
IGFL4	6	-0.097502	-0.65135	0.31559	0.52839	0.51482	0.9996	0.18241	1.2194	0.098367	0.24442	0.22268	0.73214
AKAP2	6	-0.073076	-0.33199	0.45584	0.64859	0.7399	0.9996	0.36328	1.6526	0.00072471	0.010578	0.098416	0.67302
WDR38	6	-0.12675	-0.72438	0.18644	0.38337	0.46883	0.9996	-0.44701	-2.5383	0.00028988	0.0056764	0.011139	0.60885
RAB3B	6	-0.15733	-1.0431	0.097642	0.26148	0.2969	0.9996	0.029142	0.19321	0.77592	0.86619	0.8468	0.9539
hsa-mir-1263	4	0.15082	0.745	0.15654	0.34497	0.45627	0.9996	-0.15875	-0.78171	0.28868	0.47044	0.43438	0.80374
hsa-mir-4743	4	0.0049024	0.015362	0.9097	0.95356	0.98774	0.9996	-0.035955	-0.11148	0.82124	0.89463	0.91124	0.97492
JAG2	6	-0.065092	-0.2677	0.51319	0.69826	0.78893	0.9996	0.035339	0.14516	0.7336	0.83778	0.88459	0.96662
OR5K4	6	-0.07732	-0.47954	0.43052	0.62869	0.63155	0.9996	0.088703	0.54958	0.41627	0.58869	0.58261	0.85564
F2RL2	6	-0.12223	-0.72998	0.20451	0.40593	0.4654	0.9996	-0.012447	-0.074292	0.93589	0.9634	0.94078	0.98368
EIF5	6	0.041418	0.15507	0.60223	0.7658	0.87677	0.9996	-0.14195	-0.52579	0.23664	0.41582	0.59903	0.86245
C1orf112	6	-0.012871	-0.067521	0.9428	0.97181	0.94617	0.9996	0.52144	2.7362	0	0	0.0062151	0.57842
SLC25A33	6	-0.09841	-0.63362	0.31182	0.52442	0.52633	0.9996	-0.15463	-0.99206	0.19833	0.37356	0.32117	0.76366
FAM90A1	6	-0.10848	-0.53536	0.26205	0.47289	0.5924	0.9996	0.078977	0.38971	0.46652	0.63123	0.69675	0.89905
MRPL24	6	0.097438	0.45448	0.25577	0.46594	0.64948	0.9996	0.15874	0.73755	0.15122	0.31556	0.46079	0.8131
ATF3	6	0.24555	0.74813	0.0056527	0.046136	0.45438	0.9996	0.10087	0.30559	0.3538	0.5327	0.75992	0.92553
KRT19	6	0.12149	0.59954	0.16006	0.35022	0.54881	0.9996	-0.16066	-0.78086	0.18195	0.35471	0.43489	0.80383
hsa-mir-6884	4	-0.045956	-0.19794	0.72693	0.84948	0.84309	0.9996	-0.46054	-1.8921	0.0035269	0.031574	0.058481	0.64316
ZNF805	6	0.024019	0.12539	0.73857	0.85637	0.90021	0.9996	-0.29351	-1.5198	0.015605	0.078935	0.12855	0.69901
CASC4	6	-0.030726	-0.20211	0.78921	0.88625	0.83983	0.9996	-0.021864	-0.14362	0.87144	0.92559	0.8858	0.96702
MEGF9	6	-0.02285	-0.10978	0.85791	0.92537	0.91258	0.9996	-0.071879	-0.34285	0.55266	0.70437	0.73171	0.91331
MTA3	6	0.023466	0.13736	0.74336	0.85927	0.89075	0.9996	0.20059	1.1732	0.070152	0.20006	0.24071	0.73344
MAGEL2	6	0.072221	0.2921	0.391	0.59459	0.77021	0.9996	-0.18183	-0.72236	0.12794	0.28578	0.47007	0.81697
GABRB3	6	0.10308	0.58551	0.22954	0.43675	0.5582	0.9996	0.25999	1.475	0.017828	0.085516	0.1402	0.70378
TAS2R20	6	-0.00050985	-0.003756	0.94932	0.97528	0.997	0.9996	0.2595	1.9115	0.018166	0.086716	0.055945	0.64316
IRS2	6	0.16662	1.0129	0.05788	0.19267	0.31109	0.9996	-0.24903	-1.4972	0.039956	0.14244	0.13434	0.70365
SMYD5	6	0.068469	0.4444	0.41361	0.61404	0.65675	0.9996	0.03387	0.21809	0.74292	0.8441	0.82736	0.94727
RHOXF2B	4	-0.10097	-0.41207	0.39395	0.59719	0.68029	0.9996	-0.081796	-0.33291	0.58924	0.73157	0.7392	0.91581
ZKSCAN7	6	-0.1927	-1.3295	0.042468	0.16011	0.18369	0.9996	0.031154	0.21501	0.76191	0.85669	0.82976	0.94836
QSOX2	6	0.018708	0.13827	0.78201	0.88237	0.89003	0.9996	0.17896	1.3218	0.10489	0.2543	0.18623	0.71487
URGCP-MRPS24	2	-0.41841	-1.2449	0.012851	0.074866	0.21317	0.9996	0.50394	1.5103	0.0067156	0.047603	0.13096	0.69971
CDKN3	6	0.17947	1.1208	0.040922	0.15668	0.26236	0.9996	0.20221	1.26	0.068316	0.19707	0.20765	0.72496
PP2D1	6	0.073606	0.56703	0.38163	0.58549	0.57069	0.9996	0.049915	0.38435	0.63798	0.76876	0.70072	0.90034
BEND2	6	0.065467	0.20432	0.43323	0.63071	0.8381	0.9996	-0.16234	-0.50164	0.17717	0.34867	0.61592	0.87029
ARHGEF37	6	-0.063962	-0.51266	0.52179	0.70514	0.60819	0.9996	0.024587	0.19703	0.8065	0.88548	0.84381	0.95299
ZNF286B	6	0.25198	1.1833	0.0045898	0.040135	0.23669	0.9996	-0.2073	-0.94479	0.083631	0.22232	0.34477	0.77187
ZRANB2	6	0.060539	0.33075	0.46555	0.65784	0.74083	0.9996	-0.27283	-1.4758	0.02493	0.10619	0.14	0.70378
FOXL2	6	0.25866	1.1535	0.0035269	0.034112	0.24871	0.9996	0.054544	0.24205	0.60842	0.74658	0.80874	0.9413
CCNE2	6	-0.062114	-0.36228	0.53498	0.71522	0.71714	0.9996	-0.2266	-1.3135	0.058943	0.18042	0.189	0.71622
CSTF2	6	0.089482	0.55557	0.29578	0.50927	0.57851	0.9996	-0.0027465	-0.017006	0.99512	0.9969	0.98643	0.99635
ABI1	6	-0.076675	-0.56689	0.434	0.6311	0.57079	0.9996	-0.21312	-1.5712	0.074886	0.2078	0.11614	0.69213
MAGEA1	6	0.021391	0.16902	0.76041	0.86941	0.86578	0.9996	0.46773	3.6978	4.83E-05	0.0020576	0.00021746	0.34474
hsa-mir-205	4	-0.16632	-0.99275	0.15335	0.34089	0.32083	0.9996	0.12693	0.75772	0.34651	0.52569	0.44862	0.81013
BAZ2A	6	-0.28547	-1.5029	0.0028022	0.029219	0.13288	0.9996	0.14718	0.779	0.18195	0.35471	0.43598	0.80463
MAGEB2	6	-0.16105	-1.0836	0.089719	0.24903	0.27854	0.9996	0.11228	0.75576	0.30549	0.48627	0.44979	0.81055
OR5A1	6	0.024684	0.12841	0.73307	0.85337	0.89782	0.9996	0.20308	1.0562	0.066915	0.19471	0.29086	0.75172
GCAT	6	0.33949	1.6652	0.00038651	0.008658	0.095878	0.9996	0.09908	0.48334	0.36255	0.54082	0.62886	0.87464
PMS2	6	0.21441	1.2383	0.015074	0.082562	0.21559	0.9996	0.074317	0.4274	0.49241	0.65379	0.66909	0.88859
CCDC107	6	0.1442	0.92388	0.09798	0.26174	0.35555	0.9996	0.097	0.62063	0.37197	0.54898	0.53484	0.83864
hsa-mir-624	4	-0.32311	-1.768	0.0062325	0.049143	0.077064	0.9996	-0.1821	-0.99595	0.22307	0.40211	0.31928	0.76343
NELL2	6	0.018445	0.10922	0.78389	0.88328	0.91303	0.9996	-0.16219	-0.95906	0.17751	0.34914	0.33753	0.76892
COL4A2	6	-0.13853	-0.67542	0.1461	0.3314	0.49941	0.9996	0.095677	0.46658	0.37907	0.55543	0.6408	0.87847
OR10X1	6	-0.074448	-0.55727	0.44734	0.64176	0.57734	0.9996	-0.062027	-0.46446	0.61016	0.74776	0.64232	0.87887
LRRD1	6	-0.24552	-1.4515	0.0095178	0.063569	0.14665	0.9996	-0.14558	-0.85929	0.22543	0.40482	0.39018	0.78507
BTBD6	6	0.21565	1.1595	0.014736	0.081551	0.24626	0.9996	0.16982	0.90844	0.12523	0.28238	0.36365	0.77574
HIST1H2AG	6	0.18045	0.86105	0.040149	0.15512	0.38921	0.9996	-0.0086226	-0.040643	0.96318	0.9786	0.96758	0.99093
FBXL20	6	-0.0022349	-0.01424	0.96492	0.98491	0.98864	0.9996	0.13224	0.8426	0.2292	0.40886	0.39945	0.79092
SMCP	6	0.15454	1.1138	0.077447	0.22982	0.26536	0.9996	-0.12715	-0.91576	0.28698	0.46879	0.35979	0.77452
DBT	6	0.1805	1.2837	0.0401	0.15502	0.19924	0.9996	-0.012788	-0.090797	0.93381	0.96279	0.92765	0.97952
EIF2D	6	-0.24692	-1.419	0.0092279	0.06248	0.1559	0.9996	-0.0011398	-0.0065545	0.98473	0.99096	0.99477	0.99828
AIMP2	6	-0.1848	-0.87264	0.052372	0.18164	0.38286	0.9996	0.11485	0.5438	0.29481	0.47631	0.58658	0.85765
RDH10	6	-0.010312	-0.063215	0.96589	0.98546	0.9496	0.9996	0.30926	1.8969	0.0046864	0.038219	0.057845	0.64316
BTN3A2	6	-0.13882	-0.7876	0.14538	0.33063	0.43093	0.9996	-0.22763	-1.284	0.057638	0.17785	0.19916	0.7212
DCAF5	6	0.19973	1.0472	0.023046	0.10821	0.29501	0.9996	-0.017102	-0.089667	0.90303	0.94528	0.92855	0.98009
ITGAL	6	-0.052735	-0.13866	0.60697	0.769	0.88972	0.9996	-0.23957	-0.62558	0.04643	0.15623	0.53159	0.83777
KIAA1024L	6	0.045	0.24303	0.57498	0.74535	0.80799	0.9996	-0.15906	-0.84928	0.18615	0.35996	0.39572	0.78896
CENPM	6	-0.40882	-1.59	4.83E-05	0.0022779	0.11184	0.9996	0.24372	0.9684	0.027007	0.11142	0.33284	0.76676
SLCO4A1	6	-0.15662	-0.85648	0.098995	0.26339	0.39173	0.9996	-0.12023	-0.65432	0.31554	0.4962	0.51291	0.8319
